iter	Logloss
260	0.2267473163
261	0.22674388
262	0.2267091667
263	0.2266648801
264	0.2266511199
265	0.2266330513
266	0.2266077449
267	0.2265692926
268	0.226543077
269	0.2265223134
270	0.2264845616
271	0.2264527381
272	0.2264172393
273	0.2263864037
274	0.2263684471
275	0.2263649061
276	0.2263405689
277	0.2263056725
278	0.2262737994
279	0.2262595715
280	0.226236108
281	0.2262116221
282	0.2261546406
283	0.2261054913
284	0.2261022829
285	0.2260537354
286	0.2260295913
287	0.2259785035
288	0.2259362168
289	0.2259180079
290	0.2258893119
291	0.2258622886
292	0.2258309711
293	0.2257858125
294	0.2257615135
295	0.2257581825
296	0.2257375132
297	0.2256991482
298	0.2256575876
299	0.2256344968
300	0.2256149302
301	0.225597066
302	0.2255902863
303	0.2255685879
304	0.2255452444
305	0.2255057912
306	0.2254585686
307	0.225436544
308	0.2254214822
309	0.2254114824
310	0.225372069
311	0.2253501471
312	0.2253169509
313	0.2252929178
314	0.2252729129
315	0.2252388599
316	0.2252195092
317	0.2251974391
318	0.22519516
319	0.2251906374
320	0.2251646553
321	0.2251262604
322	0.2251015752
323	0.2250748435
324	0.2250439441
325	0.2250173271
326	0.2250147167
327	0.2250120827
328	0.2249700498
329	0.2249447391
330	0.2249170381
331	0.2249004673
332	0.2248828535
333	0.2248430767
334	0.2248138684
335	0.2247848954
336	0.2247664187
337	0.2247179775
338	0.2246770384
339	0.2246319954
340	0.2246090972
341	0.2245712927
342	0.2245547898
343	0.2245409809
344	0.2245233432
345	0.2245216499
346	0.2244834736
347	0.224479635
348	0.2244598361
349	0.2244425637
350	0.224422413
351	0.2244078791
352	0.2243863183
353	0.2243450985
354	0.2243350426
355	0.2243077548
356	0.2242836071
357	0.2242805136
358	0.2242392545
359	0.2242000426
360	0.2241976373
361	0.2241937084
362	0.2241588456
363	0.2241241605
364	0.2241091399
365	0.2240756706
366	0.224043728
367	0.2240037587
368	0.2239673336
369	0.2239630758
370	0.2239529213
371	0.2239030879
372	0.2238781214
373	0.2238353259
374	0.2237833438
375	0.2237565919
376	0.2237338741
377	0.2237252802
378	0.2237022133
379	0.2236787195
380	0.2236538428
381	0.2236234576
382	0.2235946349
383	0.2235719009
384	0.2235442905
385	0.2235368969
386	0.2235076614
387	0.223473565
388	0.2234720221
389	0.2234702331
390	0.223436009
391	0.2234010275
392	0.223382763
393	0.2233555623
394	0.2233234154
395	0.223299693
396	0.2232805835
397	0.2232588645
398	0.2232504071
399	0.2232251503
400	0.223210915
401	0.2231771597
402	0.2231431504
403	0.2231425405
404	0.2231051331
405	0.2230870276
406	0.2230404571
407	0.2230059074
408	0.2229951514
409	0.2229630974
410	0.2229372023
411	0.2229282029
412	0.2228935288
413	0.2228733799
414	0.2228398825
415	0.2228176864
416	0.2228169424
417	0.2227999982
418	0.222777629
419	0.2227413885
420	0.2226986084
421	0.2226891305
422	0.2226874956
423	0.2226570803
424	0.2226423232
425	0.222622453
426	0.2226109147
427	0.2225896286
428	0.2225727296
429	0.2225522384
430	0.2225166036
431	0.2224836132
432	0.2224619219
433	0.2224468496
434	0.2224248059
435	0.2223806327
436	0.222350356
437	0.2223198683
438	0.2222984646
439	0.2222618612
440	0.2222307223
441	0.2221949495
442	0.2221762682
443	0.2221351394
444	0.2221288878
445	0.2221078414
446	0.2220626774
447	0.2220542811
448	0.2220317133
449	0.222000704
450	0.2220003996
451	0.2219955843
452	0.2219412562
453	0.2219088816
454	0.2219082479
455	0.2218721414
456	0.2218479206
457	0.2218198611
458	0.221788271
459	0.2217635565
460	0.2217390383
461	0.2217174051
462	0.2216898926
463	0.2216884047
464	0.2216575325
465	0.2216297021
466	0.2216114061
467	0.2215899107
468	0.2215845628
469	0.2215809328
470	0.2215714949
471	0.2215410994
472	0.221502769
473	0.221488407
474	0.2214612756
475	0.2214346083
476	0.2214135274
477	0.2213954594
478	0.2213637002
479	0.2213357428
480	0.2212900427
481	0.2212669343
482	0.2212477737
483	0.2212253963
484	0.2211923247
485	0.2211619999
486	0.2211385045
487	0.2211120756
488	0.2210864986
489	0.2210541114
490	0.2210292492
491	0.2209876154
492	0.2209588396
493	0.2209451748
494	0.220910076
495	0.2208861183
496	0.2208656781
497	0.2208311452
498	0.2207988687
499	0.2207800561
500	0.2207682746
501	0.2207459619
502	0.2207195625
503	0.2206912833
504	0.2206714759
505	0.2206369962
506	0.2206253075
507	0.2205992696
508	0.220582516
509	0.2205623756
510	0.2205294889
511	0.2204884917
512	0.2204451252
513	0.2204147953
514	0.2203914709
515	0.2203723003
516	0.2203288178
517	0.2202893454
518	0.2202574343
519	0.220236743
520	0.2202167595
521	0.2201882172
522	0.2201441437
523	0.2201175133
524	0.2200908265
525	0.2200628726
526	0.2200346752
527	0.2200026471
528	0.2199731073
529	0.2199620473
530	0.2199419662
531	0.2199102259
532	0.2199045448
533	0.2198898043
534	0.2198568179
535	0.2198228921
536	0.2198069422
537	0.2197773485
538	0.2197650263
539	0.2197459503
540	0.2197260721
541	0.2196788986
542	0.2196441466
543	0.2196318794
544	0.2196071289
545	0.2196069173
546	0.219574712
547	0.2195426552
548	0.219520514
549	0.2194827003
550	0.2194562673
551	0.219427956
552	0.2193819452
553	0.2193664045
554	0.2193448643
555	0.2193189005
556	0.2192941802
557	0.2192833082
558	0.2192751092
559	0.2192561164
560	0.2192356347
561	0.2192009914
562	0.2191826696
563	0.2191480649
564	0.2191166287
565	0.2190864554
566	0.2190684485
567	0.2190463077
568	0.2190189405
569	0.2190187935
570	0.2190048748
571	0.2189854626
572	0.218950802
573	0.2189386066
574	0.2189096979
575	0.2188847453
576	0.2188831682
577	0.2188723835
578	0.2188524692
579	0.2188142411
580	0.2187978936
581	0.2187664004
582	0.2187416968
583	0.2187217211
584	0.2187109753
585	0.2186970182
586	0.2186599964
587	0.2186315324
588	0.2186235777
589	0.218605103
590	0.2185822897
591	0.2185641753
592	0.2185443955
593	0.2185253817
594	0.2185052787
595	0.2184787314
596	0.2184559392
597	0.218423413
598	0.2184197745
599	0.2184136804
600	0.2184127194
601	0.2184043736
602	0.2183784724
603	0.2183721504
604	0.2183603451
605	0.2183442794
606	0.2183214713
607	0.218291135
608	0.2182735619
609	0.2182505826
610	0.2182330157
611	0.2182143187
612	0.2181825726
613	0.2181697906
614	0.2181410433
615	0.2181086873
616	0.2180739865
617	0.2180582722
618	0.2180350727
619	0.218018223
620	0.2180144016
621	0.2179971584
622	0.2179707344
623	0.2179596146
624	0.2179559809
625	0.2179442816
626	0.2179436198
627	0.2179097222
628	0.2178881459
629	0.2178550104
630	0.217822293
631	0.217789493
632	0.2177673969
633	0.2177477525
634	0.2177306885
635	0.2177127372
636	0.2176779276
637	0.2176380955
638	0.2176206975
639	0.2176087337
640	0.2175906831
641	0.2175612237
642	0.2175364858
643	0.217519208
644	0.2174863156
645	0.2174670418
646	0.2174547146
647	0.2174336663
648	0.2174209976
649	0.217383806
650	0.2173679746
651	0.2173582566
652	0.2173561135
653	0.2173338345
654	0.2173075735
655	0.2172579121
656	0.217234585
657	0.2172285503
658	0.2172277904
659	0.2172115293
660	0.2171958442
661	0.2171665503
662	0.2171419566
663	0.2171194927
664	0.217092373
665	0.2170484271
666	0.2170435964
667	0.2170234368
668	0.2169963468
669	0.2169681459
670	0.2169481773
671	0.2169032865
672	0.2168799543
673	0.2168598612
674	0.2168375326
675	0.2168045017
676	0.2167631486
677	0.216755268
678	0.2167354618
679	0.2167243573
680	0.2166944622
681	0.2166693495
682	0.2166469218
683	0.2166138425
684	0.2166027541
685	0.216584878
686	0.216562669
687	0.216524893
688	0.2165105899
689	0.21648292
690	0.2164392764
691	0.2164040978
692	0.2163728499
693	0.2163459636
694	0.2163347972
695	0.216320817
696	0.2163138914
697	0.2162727143
698	0.2162459636
699	0.2162348287
700	0.2162174563
701	0.216184241
702	0.2161712624
703	0.2161501088
704	0.216129371
705	0.2160934309
706	0.2160725041
707	0.2160560623
708	0.2160055068
709	0.2159794351
710	0.2159550335
711	0.2159333053
712	0.2159226895
713	0.2159153732
714	0.2159150991
715	0.215902339
716	0.2158738603
717	0.2158736768
718	0.2158477516
719	0.2158402088
720	0.215822931
721	0.2157904052
722	0.2157670188
723	0.215763503
724	0.2157545145
725	0.2157334096
726	0.2157116225
727	0.2156986229
728	0.2156939999
729	0.2156578933
730	0.2156336418
731	0.2156253238
732	0.2155971575
733	0.2155801942
734	0.2155523037
735	0.2155505211
736	0.2155254171
737	0.215492097
738	0.2154564835
739	0.2154363551
740	0.2153964501
741	0.2153748724
742	0.2153555055
743	0.2153317338
744	0.2153103334
745	0.2152770323
746	0.2152473675
747	0.2152343099
748	0.2152074105
749	0.215190599
750	0.215183766
751	0.2151641797
752	0.215150639
753	0.215114275
754	0.2150862393
755	0.2150526867
756	0.2150381628
757	0.2150291098
758	0.2150213574
759	0.2149978176
760	0.2149633308
761	0.2149489926
762	0.2149275904
763	0.2149113898
764	0.2148950341
765	0.2148874038
766	0.2148559388
767	0.2148207343
768	0.2148139317
769	0.2148077094
770	0.2148072378
771	0.2147813528
772	0.2147538832
773	0.2147389198
774	0.2147156389
775	0.2146710338
776	0.2146592018
777	0.2146381532
778	0.2146162312
779	0.2146048426
780	0.2145719592
781	0.2145717514
782	0.2145605213
783	0.214532673
784	0.214521971
785	0.2145203204
786	0.2144964042
787	0.2144779807
788	0.2144689657
789	0.2144269927
790	0.214404831
791	0.2143845333
792	0.2143690565
793	0.2143555188
794	0.2143137902
795	0.2142939586
796	0.2142737231
797	0.2142445485
798	0.214221485
799	0.2142213003
800	0.214192219
801	0.2141873395
802	0.214159547
803	0.2141456566
804	0.214118235
805	0.2141087324
806	0.2141054414
807	0.2141049093
808	0.2140987413
809	0.214069698
810	0.2140483784
811	0.2140267891
812	0.2139946348
813	0.2139842901
814	0.2139740712
815	0.2139366149
816	0.2139238788
817	0.2139055158
818	0.2138739309
819	0.2138522502
820	0.2138261945
821	0.2137924918
822	0.2137778148
823	0.2137610416
824	0.2137548343
825	0.2137422095
826	0.2137236347
827	0.2136954334
828	0.2136947881
829	0.2136649391
830	0.213632553
831	0.2136078095
832	0.2135882297
833	0.2135744291
834	0.2135375132
835	0.2135358232
836	0.2135136422
837	0.21349367
838	0.2134812961
839	0.2134557381
840	0.2134368262
841	0.2134295327
842	0.2134062198
843	0.2134008302
844	0.2133783624
845	0.2133541522
846	0.2133231544
847	0.2133089212
848	0.2132789988
849	0.2132753315
850	0.2132436531
851	0.2132299606
852	0.2132139533
853	0.2131923525
854	0.213170693
855	0.213142328
856	0.2131039909
857	0.2130871715
858	0.2130621869
859	0.2130307393
860	0.2130039746
861	0.2129861559
862	0.2129713176
863	0.2129643143
864	0.2129557515
865	0.2129462715
866	0.2129375958
867	0.2129067322
868	0.2129062444
869	0.2128825535
870	0.2128711422
871	0.2128651595
872	0.2128435403
873	0.2128204416
874	0.2127881631
875	0.2127776591
876	0.2127614029
877	0.212731893
878	0.2127019799
879	0.2126753282
880	0.2126751398
881	0.2126553504
882	0.2126381527
883	0.2126236903
884	0.2126073321
885	0.2125889566
886	0.2125616068
887	0.2125347512
888	0.2125189321
889	0.212490034
890	0.2124726914
891	0.2124515257
892	0.2124346622
893	0.212412447
894	0.2123883877
895	0.212362923
896	0.2123431598
897	0.2123364964
898	0.2123020371
899	0.212292034
900	0.212274693
901	0.2122417311
902	0.2122106494
903	0.2121895288
904	0.2121720042
905	0.2121511035
906	0.2121288237
907	0.2121067941
908	0.212079857
909	0.2120638365
910	0.2120430413
911	0.2120197888
912	0.2119955693
913	0.2119726472
914	0.2119523978
915	0.211925147
916	0.211903268
917	0.2118769953
918	0.211848221
919	0.2118161804
920	0.2118104659
921	0.2118087727
922	0.211791375
923	0.2117719067
924	0.2117515347
925	0.2117505318
926	0.2117208883
927	0.211703128
928	0.2116903363
929	0.2116833705
930	0.2116781599
931	0.2116663208
932	0.2116509836
933	0.2116377457
934	0.2116191425
935	0.2116032237
936	0.211582264
937	0.2115551388
938	0.2115549272
939	0.2115343069
940	0.2115137985
941	0.2114788083
942	0.2114407896
943	0.2114143847
944	0.2114141746
945	0.211400622
946	0.2113815816
947	0.2113503788
948	0.2113492586
949	0.2113291422
950	0.2113290161
951	0.2113191184
952	0.2113021194
953	0.2112938045
954	0.2112930083
955	0.2112817279
956	0.2112742031
957	0.2112723407
958	0.2112610495
959	0.2112431791
960	0.2112227161
961	0.2111965479
962	0.2111809775
963	0.2111643192
964	0.2111473639
965	0.2111466204
966	0.2111335197
967	0.2111131443
968	0.2110940186
969	0.2110848629
970	0.2110620402
971	0.2110447969
972	0.2110236589
973	0.2110084631
974	0.2109853628
975	0.2109803643
976	0.2109714569
977	0.2109494674
978	0.2109254579
979	0.2109170795
980	0.2108839717
981	0.2108687263
982	0.2108313317
983	0.2108079787
984	0.2107697595
985	0.210760385
986	0.2107343704
987	0.2107170234
988	0.2107146182
989	0.2107001432
990	0.2106829866
991	0.2106760107
992	0.2106531788
993	0.2106396961
994	0.2106157103
995	0.2105988421
996	0.2105706573
997	0.2105427349
998	0.2105389729
999	0.2105242467
